Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
128866,850,409,302,738,614,778,311,797
100505490,13,7,7,13,20,24,1,12
22913,1581,738,548,1368,952,1006,472,1160
8894,1550,815,556,1479,1194,1326,626,1236
434,4,4,1,4,4,5,1,2
191,4404,2471,1703,4399,2453,3292,1358,3488
83737,768,516,310,859,398,609,232,412
693229,0,0,0,0,0,0,0,0
83658,997,414,388,807,757,856,340,957
84557,0,1,0,0,0,0,1,0
128869,281,121,103,279,238,286,106,334
58476,213,118,70,285,95,159,73,185
23054,726,368,297,779,319,477,201,455
100505514,0,0,0,0,0,0,0,0
128872,4,1,0,2,0,1,0,0
2686,508,269,200,498,463,532,213,501
55902,293,122,123,267,196,203,113,190
2937,882,425,340,759,707,773,359,879
57644,15,6,6,18,8,8,7,7
574501,0,2,1,1,0,0,0,0
26133,1373,655,522,1235,982,1202,474,1227
55741,226,125,91,254,173,171,86,180
10544,153,122,81,195,192,197,79,183
10893,170,84,61,170,70,98,54,116
3692,1336,552,466,1074,1257,1327,591,1496
128876,2,0,0,0,1,0,2,2
55245,645,349,285,629,411,548,208,497
554250,0,0,0,0,0,0,0,0
8200,1,1,1,0,1,0,1,3
100302125,0,0,0,0,0,0,0,0
11190,1023,582,385,1136,480,713,302,705
100505595,9,9,2,6,2,12,4,2
140873,0,0,0,0,0,0,0,0
51614,1862,962,754,1793,1079,1273,514,1391
80307,73,80,26,107,30,43,17,51
6676,50,35,12,69,28,39,19,56
8904,903,529,374,979,684,1028,372,1034
10137,1880,991,679,1840,720,967,460,647
9054,399,200,153,363,215,214,104,220
140823,592,295,247,507,562,466,272,523
9584,2773,1583,1137,2853,2335,2862,1239,2471
51230,521,362,190,660,207,393,147,369
51282,334,163,124,288,248,282,104,270
140894,3,3,1,1,7,3,6,6
647979,2025,1647,868,2715,964,1762,664,1206
2036,376,222,143,501,191,258,100,263
25980,843,355,338,643,536,502,251,475
22839,345,209,138,393,149,303,95,335
10398,0,0,2,1,2,1,0,0
60436,621,310,270,612,482,709,218,596
55969,600,294,259,466,541,629,282,575
84174,2,0,1,3,0,0,0,0
57446,641,345,265,670,290,488,168,441
79980,547,334,221,626,512,704,272,612
140710,313,187,101,288,107,162,90,181
140711,11,4,5,7,27,41,1,4
25939,438,270,194,419,1519,2114,133,210
5933,280,182,104,301,187,251,94,207
140699,22,13,5,16,11,15,11,17
6185,4039,1854,1492,3308,3334,3711,1663,3669
2691,0,0,0,0,0,0,0,0
63905,414,221,159,383,323,470,173,490
6714,354,220,130,385,293,448,165,470
10904,682,253,262,529,398,404,233,434
4826,14,8,8,16,2,2,5,3
100287792,0,0,0,0,0,0,1,1
56259,629,322,259,551,496,517,177,392
128434,83,34,26,62,51,53,15,56
9675,1027,519,357,964,555,717,303,653
58490,911,523,358,906,494,756,321,598
7052,87,38,36,79,25,27,19,30
85449,0,1,0,2,0,0,1,0
671,0,0,0,0,0,0,0,0
3929,2,0,2,1,1,2,0,1
388796,266,129,100,237,232,282,124,292
26776,7,3,2,10,2,4,2,4
26777,4,3,1,6,3,4,6,4
677839,3,5,5,7,5,6,3,3
677840,0,0,0,0,0,0,1,1
128439,126,69,45,116,151,189,64,162
677821,0,0,0,0,1,1,1,2
677837,1,1,1,5,4,1,0,1
57148,872,560,397,931,436,669,253,540
149685,0,0,0,0,0,0,0,0
343578,16,7,4,11,5,8,4,8
140679,2,2,1,8,1,3,1,4
79913,220,82,87,179,95,103,46,100
26051,73,61,33,115,52,108,24,78
81610,399,198,147,342,150,193,105,186
60625,292,135,115,240,176,188,104,150
339568,0,0,0,1,0,0,0,0
100505663,0,0,0,0,0,0,0,0
9935,512,247,217,428,179,305,118,245
100128988,0,0,0,0,0,0,0,0
7150,1139,579,482,1102,643,812,358,612
100505725,4,2,1,6,1,1,1,2
5335,1591,787,544,1588,776,1241,457,1121
23051,591,386,289,678,224,347,171,351
64900,281,167,100,318,157,206,70,188
90187,514,284,189,559,168,213,110,254
100505744,18,11,8,24,13,21,6,10
84181,830,461,361,841,301,463,231,322
11122,0,0,0,0,1,0,0,0
6431,2716,1429,1068,2685,1749,1506,866,1106
26013,113,71,35,130,95,98,41,84
100505763,8,4,3,18,7,10,3,6
10110,4,3,1,3,2,3,0,7
51098,439,197,175,380,321,315,188,288
4605,3258,1679,1176,3144,2224,3195,1106,3703
149699,0,0,0,0,0,0,0,0
84969,103,68,33,112,42,70,25,82
57158,1,0,1,1,0,0,0,1
51526,357,196,147,350,324,328,148,287
100505783,44,29,17,64,55,76,25,55
78997,98,49,44,93,71,78,43,97
128486,48,18,23,49,14,21,12,22
140902,0,0,0,0,0,0,0,0
3172,1,0,0,0,0,0,1,0
79183,496,282,177,487,296,368,157,269
10955,802,517,331,848,547,661,342,550
11142,111,61,48,142,135,150,103,200
100,264,147,93,313,118,122,56,159
79015,5,8,0,6,5,4,3,8
8839,3,1,1,1,0,0,0,0
60598,17,7,7,14,20,20,8,15
140730,685,432,288,818,309,491,178,473
7529,2834,1681,1076,2917,1623,2102,789,1648
80336,290,119,86,274,217,256,123,238
10953,925,322,355,720,1076,1100,516,1206
100505826,5,4,1,3,4,5,2,3
6789,922,615,401,1063,461,643,290,480
3787,0,1,0,0,7,3,1,1
149708,0,0,0,0,0,0,0,1
128488,0,0,0,0,0,0,0,0
5266,1,0,0,0,0,0,0,0
6406,0,0,0,0,0,0,0,0
6407,0,0,0,0,0,0,0,0
6590,0,0,0,1,4,2,0,0
8785,3,0,2,7,4,5,2,2
11317,0,0,0,2,1,1,0,0
6385,213,157,86,254,274,419,130,345
90196,312,172,133,342,180,192,77,192
767557,0,0,0,0,0,0,0,0
27296,12,10,9,16,6,5,5,3
100128997,13,5,2,11,14,28,10,25
55861,0,2,0,1,9,12,1,6
51604,1052,418,414,868,602,666,317,725
100130157,9,3,4,9,5,6,4,6
10406,2,1,0,2,7,7,2,3
10816,0,0,0,0,0,0,0,0
140870,0,0,0,0,0,0,0,0
57119,0,0,0,1,0,0,0,0
90199,0,0,0,0,0,0,0,0
259240,0,0,0,0,0,0,0,0
140832,0,0,0,0,1,0,0,0
259239,1,0,0,0,0,0,0,0
280664,0,0,0,0,0,0,0,0
164237,0,0,0,1,0,0,0,0
391253,0,0,0,0,0,0,0,0
140686,3,0,2,6,1,2,3,5
116092,493,179,168,361,294,304,156,322
11065,1358,656,532,1234,917,938,499,1066
7125,1,0,0,5,3,1,2,2
90203,125,56,65,130,110,136,65,118
10005,290,139,109,226,175,179,74,219
140831,132,48,55,100,76,72,43,75
90204,292,140,144,238,137,176,63,190
128497,17,9,7,16,11,9,11,2
140825,17,19,10,29,20,15,12,20
5476,477,168,188,366,200,174,88,173
5360,201,107,80,231,131,188,77,241
63935,398,202,154,378,243,326,127,399
63925,433,184,167,346,179,198,79,239
4318,7,5,2,8,3,3,3,2
100128028,8,5,4,7,1,4,2,5
57468,14,10,7,16,7,11,3,9
57727,862,359,331,682,412,452,215,407
958,63,29,27,54,43,54,27,52
64405,12,12,2,26,8,12,7,4
51006,521,228,206,425,365,470,217,464
63916,540,237,218,473,321,394,168,353
100240726,1,0,0,1,0,0,0,0
55713,0,0,0,0,0,1,0,0
128506,0,0,0,0,0,0,0,0
64849,39,13,11,30,165,196,95,192
112858,287,147,112,256,203,202,90,179
81031,65,67,33,98,60,104,39,69
2139,69,61,29,98,71,74,37,87
100505944,1,0,0,1,0,0,0,1
23613,676,351,279,650,406,464,215,391
100131496,1,0,0,1,1,1,0,1
100505963,2,1,0,0,2,1,0,0
8202,478,315,192,549,178,286,130,213
55959,385,210,122,394,248,350,178,402
100505983,0,0,0,0,0,0,0,0
100130589,2,5,1,2,1,2,2,1
100506034,0,0,0,0,0,0,0,0
100506053,0,0,0,0,0,0,0,0
284749,1,0,0,2,2,5,0,1
100506069,0,0,0,0,0,0,0,0
57580,159,128,59,190,45,77,28,85
10564,724,391,323,733,335,390,221,271
1434,2918,1768,1041,3149,2202,2415,1130,1869
6780,1147,624,492,1103,899,1124,459,920
55661,899,415,357,763,507,541,268,600
57169,428,230,162,412,939,1247,101,262
441951,673,467,272,725,752,1284,384,1192
26765,1,0,0,0,4,1,0,0
100113393,4,1,1,2,1,1,2,2
692057,8,1,2,2,1,3,1,4
3745,42,17,11,52,5,15,7,17
5740,35,25,12,44,8,31,8,18
728671,0,0,0,0,0,0,0,0
9334,763,383,309,721,372,615,192,485
23315,232,127,91,229,196,238,105,210
9825,255,106,76,186,113,171,64,176
55905,809,420,316,808,428,584,197,525
6615,20,15,9,13,7,8,4,11
7335,13,3,6,7,8,7,6,6
387522,0,0,0,0,0,0,0,0
387521,266,152,113,254,137,159,77,217
1051,262,127,110,232,259,408,168,376
100506115,0,0,0,0,0,0,0,0
284751,0,2,0,1,0,4,2,3
5770,833,409,348,777,495,720,305,698
100506153,3,1,4,6,0,3,3,3
693230,0,0,0,0,0,0,0,0
140876,3,3,2,3,2,2,1,0
100302146,0,0,0,0,0,0,0,0
100506175,0,1,0,0,0,1,0,0
84612,42,48,11,72,22,35,14,23
55653,63,36,21,86,50,138,44,130
23394,1290,681,531,1330,797,1191,544,899
8813,426,260,144,476,328,416,173,323
27304,188,96,89,159,86,98,47,105
3755,191,117,68,198,104,145,65,209
100506194,3,1,1,0,2,6,1,6
4773,4,1,1,3,1,4,2,1
693128,0,0,0,0,0,0,0,0
100422889,0,0,0,0,0,0,0,0
10079,607,360,223,649,438,711,254,560
57167,98,80,36,131,27,48,22,39
55734,462,276,175,469,265,399,155,365
128553,128,87,59,170,26,80,23,74
7764,343,216,127,370,185,289,110,174
391257,1,0,0,0,0,0,0,0
8537,0,0,0,1,2,1,1,1
1591,1,1,2,5,3,10,2,7
5203,238,158,60,258,194,241,66,125
55816,1,0,2,5,5,2,1,1
140689,0,0,0,0,0,0,0,0
4159,0,0,0,0,0,0,0,0
116151,556,349,188,663,378,534,198,475
6790,850,411,323,768,468,413,232,410
1477,478,263,184,433,301,301,137,221
57091,4,5,5,7,4,4,2,3
51507,1019,430,393,884,614,558,297,625
140687,6,3,4,3,1,0,3,1
100130156,2,0,0,0,1,1,1,0
200232,1,0,0,0,0,0,0,1
388799,2,1,1,2,2,2,0,1
7022,54,31,29,93,38,87,34,68
655,650,367,234,653,311,423,168,489
100422883,0,0,0,0,0,0,0,0
23626,0,0,0,0,0,0,0,0
8480,678,355,314,620,402,520,255,532
100462983,0,0,0,1,0,0,0,0
100291105,7,2,3,3,3,0,0,2
55544,435,192,163,399,311,332,167,304
140690,0,0,0,2,3,3,0,1
5105,7,2,0,15,24,114,9,90
81030,0,0,0,0,0,0,0,0
56937,203,97,75,178,89,170,57,214
128602,0,0,0,0,0,0,0,0
140731,1,0,0,0,0,0,0,0
55370,71,44,23,73,25,24,12,22
57403,250,198,101,326,128,215,78,129
100506296,1,0,1,0,0,0,1,0
9217,837,488,340,861,638,777,346,665
164284,1,0,0,0,0,0,0,0
149773,0,0,1,1,0,1,0,0
79160,1,0,0,1,0,0,0,0
8675,1813,1177,698,2045,1318,2307,772,1827
79716,65,28,30,64,122,135,54,106
100506348,0,0,0,0,0,0,0,0
407022,0,0,0,0,0,1,0,0
100126296,0,1,0,0,0,0,0,0
149775,20,4,3,17,20,13,5,15
2778,9848,4723,3821,9427,5011,7363,2592,7777
51497,782,402,312,710,502,620,251,586
1522,3,0,0,3,76,88,45,99
81027,29,19,9,22,27,10,6,9
514,1278,588,484,1084,1156,1090,536,1111
51012,691,646,342,981,581,782,345,646
100287547,0,0,0,0,0,0,0,0
128611,0,0,0,0,0,0,0,0
1908,0,0,0,0,0,0,0,0
116154,17,13,5,13,14,17,9,11
100506384,0,0,0,0,0,0,0,0
10388,53,55,12,91,25,63,12,22
63939,325,286,133,448,162,243,81,107
5509,71,39,26,70,32,67,22,38
60437,3,2,1,5,6,5,7,5
284756,3,2,0,2,0,0,1,2
729296,0,0,0,0,0,0,0,0
693231,1,0,0,0,0,0,0,0
100506470,0,0,0,0,0,0,0,0
1002,33,22,16,39,14,28,8,24
100128310,0,0,0,0,0,0,0,0
100302168,0,0,0,0,0,0,0,1
6874,240,175,110,303,101,161,68,141
149986,545,316,202,581,286,421,155,408
5688,1455,639,515,1219,1249,1252,622,1278
26039,208,163,78,291,111,197,79,147
26164,443,223,143,356,334,380,155,380
11255,10,3,1,5,3,0,0,2
400850,1,0,0,2,2,0,0,1
9885,337,201,138,367,224,369,151,304
11047,1286,531,493,932,1026,1020,456,1170
3911,1031,612,374,1283,431,719,226,655
100506553,1,1,0,0,0,0,0,0
6227,1360,733,569,1241,991,997,439,1151
81928,261,131,103,260,165,219,86,187
140893,0,0,0,2,0,0,0,0
140628,20,17,10,36,19,30,8,34
253868,19,9,5,23,8,18,5,16
128826,0,1,0,1,0,0,0,0
406904,0,0,0,0,0,0,0,0
406923,0,0,0,0,0,0,0,0
100131174,0,0,0,0,0,0,0,0
100505735,0,0,0,0,0,0,0,0
149650,2,3,0,0,0,0,1,0
28231,90,51,31,99,34,65,18,62
100127888,0,0,3,1,1,1,1,0
4923,13,3,2,5,5,3,3,2
100505843,0,0,0,0,0,0,0,0
55257,516,283,209,502,366,394,161,413
11054,817,424,293,772,1758,1973,236,595
1299,18,15,12,50,58,70,32,74
10732,288,193,114,345,176,212,92,186
100132911,49,32,23,43,21,50,17,33
11083,2095,1036,841,1934,909,1203,590,1116
54994,885,470,336,872,589,710,312,656
63910,2,0,2,1,9,6,10,12
128408,0,1,0,0,0,1,2,0
63930,1,0,0,0,0,0,0,1
100144596,0,0,0,0,0,2,0,0
100144597,1,0,0,0,0,0,0,0
768097,1,1,0,1,1,1,0,2
768096,16,7,7,13,11,10,4,11
406909,0,0,0,0,0,0,0,0
54915,801,408,300,770,460,601,259,550
79444,2,0,0,1,1,0,0,1
100423014,0,0,0,0,0,0,0,0
128414,0,0,0,0,0,1,0,0
100192386,0,2,0,1,1,2,2,2
55738,1045,493,360,962,724,968,384,1040
100422945,0,0,0,0,0,0,0,0
57642,2,3,1,4,1,0,1,1
1137,85,71,33,114,24,40,19,42
3785,381,217,137,349,93,109,37,122
1917,1642,984,622,1917,957,1410,510,1712
79144,876,552,288,911,593,839,259,1032
5753,10,8,0,8,7,2,5,9
6725,1,2,0,3,2,0,2,4
79025,0,1,0,0,0,0,2,1
85441,386,435,110,351,5896,8743,106,289
26205,373,218,155,402,270,387,165,430
100505771,59,49,27,88,55,77,30,75
50861,1092,557,438,1076,437,481,194,471
51750,478,215,177,415,222,254,126,263
8771,33,14,14,32,24,30,9,20
10139,369,187,134,338,267,295,139,371
84619,360,171,143,313,178,181,100,231
54923,138,38,46,104,55,75,25,70
56731,539,288,182,550,395,575,217,694
140685,164,90,71,157,40,53,29,59
100128998,0,0,0,0,0,0,0,0
140701,102,38,33,96,66,100,42,97
7165,923,397,400,795,640,650,338,740
80331,807,397,329,746,432,537,281,520
100126339,0,0,0,0,0,0,0,0
100126329,1,0,0,0,0,0,0,0
54963,474,187,132,396,242,286,124,281
100302137,11,2,3,6,3,3,1,4
693232,9,2,2,9,1,4,1,1
100113386,35,20,11,24,9,4,5,13
57473,1588,647,558,1253,775,846,453,756
140700,62,30,19,75,56,66,25,61
24148,1808,860,723,1612,787,1028,427,1005
284739,83,43,30,81,45,32,25,49
54345,21,18,8,24,8,14,7,22
6919,197,108,72,177,169,185,89,187
10287,241,126,99,211,141,142,53,151
4987,77,34,17,81,54,82,40,80
198437,7,1,3,3,1,4,1,2
2832,0,0,0,2,0,0,0,0
4661,47,45,19,61,18,48,14,48
55251,572,481,222,721,285,430,177,281
100132288,69,48,21,66,69,63,32,70
7179,1,1,1,5,6,8,3,6
85318,18,7,4,12,10,16,6,6
574,0,0,0,0,0,0,0,1
149992,0,0,0,0,0,0,0,0
100505852,0,0,0,0,1,0,0,0
100423018,0,0,0,0,0,0,0,0
317754,0,0,0,0,0,0,0,0
100422890,0,0,0,0,0,0,0,0
441956,0,0,0,0,0,0,0,0
54094,1,1,0,1,1,1,0,1
391267,2,1,2,0,0,0,2,0
149998,5,3,0,3,0,2,0,0
54033,88,73,37,116,137,201,47,123
150000,0,0,0,0,0,0,0,0
6782,821,707,367,1028,1129,1537,824,953
64092,0,0,0,0,0,0,0,0
388813,0,0,0,0,0,0,0,0
8204,352,240,155,376,256,365,159,211
29761,338,217,130,424,558,849,281,446
388815,18,14,2,29,28,40,9,24
407055,0,0,0,0,0,0,0,0
406885,0,0,0,0,0,0,0,0
406912,0,0,0,0,0,0,0,0
100505929,1,0,0,0,0,3,0,2
1525,179,134,77,208,70,131,55,82
100505945,48,17,12,21,30,56,18,40
10950,633,423,220,701,686,1112,368,939
54149,246,254,85,347,221,362,149,168
54075,0,0,0,0,0,0,0,0
140578,17,10,6,20,29,46,31,36
5651,1,1,2,4,0,0,0,0
100505973,0,0,0,0,0,0,0,0
387486,0,0,0,0,0,0,0,0
4685,15,26,7,30,17,23,10,19
54072,0,0,0,2,0,2,0,0
114614,0,4,1,1,1,0,1,0
406947,0,0,0,0,0,0,0,0
282566,5,3,0,6,4,1,1,1
54148,393,193,140,366,452,503,225,409
58494,44,31,26,56,53,97,31,72
522,884,471,333,844,919,1028,463,1000
2551,358,406,141,532,262,321,176,221
351,4172,2809,1703,4775,3868,5291,2126,4709
100289065,0,1,1,1,0,1,0,2
100506140,0,0,0,0,0,0,0,0
116159,0,0,0,0,0,0,0,0
9510,689,576,325,1018,764,1391,487,1301
11096,18,11,4,13,15,14,12,14
54088,0,0,0,0,0,0,0,0
246705,0,0,0,0,0,0,0,0
118421,0,0,0,0,1,1,0,0
29104,380,225,185,371,279,401,221,340
26046,363,290,157,481,328,611,228,233
10069,212,139,88,292,420,440,229,398
10600,700,404,225,661,711,839,336,562
10694,3089,1604,1135,3071,2609,2840,1323,2427
56911,2,0,0,0,2,2,1,2
193629,0,1,0,0,0,0,0,1
571,460,349,198,505,364,473,199,330
2897,2,1,0,2,2,1,0,1
100379661,0,0,0,0,1,2,0,1
642976,0,0,0,0,0,0,0,0
26285,0,0,0,0,0,0,0,0
9073,0,0,0,0,0,0,0,0
643803,0,0,1,0,0,0,0,0
100131902,0,0,0,0,0,0,0,0
388818,0,0,0,0,0,0,0,0
643812,0,0,0,0,0,0,0,0
337963,0,0,0,0,0,0,0,0
337959,1,0,0,0,0,0,0,0
100422891,0,0,0,0,0,0,0,0
140258,0,0,0,0,0,0,0,0
337960,0,0,0,0,0,0,0,0
284827,0,0,0,0,0,0,0,0
254950,0,0,0,0,0,0,0,0
337882,22,10,9,18,95,126,47,115
337969,0,0,0,0,0,0,0,0
337970,0,0,0,3,0,0,0,0
337971,0,0,0,0,0,0,0,0
337972,0,1,0,0,3,1,0,1
337973,0,0,0,0,0,0,0,0
337974,0,0,0,0,0,0,0,0
100288287,0,0,0,0,0,0,0,0
337968,0,0,0,0,0,0,0,0
337967,0,0,0,0,0,0,0,0
337979,0,0,0,0,0,0,0,0
337966,0,0,0,0,0,0,0,0
337975,0,0,0,0,0,0,0,0
100151643,0,0,0,0,0,0,0,0
337976,0,0,0,0,0,0,0,0
337985,0,0,0,0,0,0,0,0
100288323,0,0,0,0,0,0,0,0
337978,1,0,0,3,16,16,7,25
337977,0,0,0,0,0,0,0,0
337879,0,0,0,0,0,0,0,0
337878,1,0,0,2,0,0,0,0
337880,0,0,0,0,0,0,0,0
728299,0,0,0,0,0,0,0,0
7074,786,424,308,815,409,572,261,438
150051,33,26,12,32,56,80,30,85
6647,2785,1469,1094,2557,2550,2379,1278,2480
57466,1031,515,404,934,696,1010,417,921
30811,155,104,59,167,112,220,88,245
54070,0,0,0,0,0,0,0,1
54069,484,343,198,646,543,692,303,545
56246,1,1,0,1,0,1,2,0
9875,1200,657,478,1082,704,1030,476,860
677846,0,0,1,0,0,0,0,1
84996,138,79,59,151,236,306,132,337
59271,19,9,7,19,15,18,4,28
140290,9,4,0,19,5,13,7,6
56683,732,350,320,602,665,686,335,698
8867,353,219,114,393,203,312,115,220
100506215,103,66,29,117,75,82,45,61
94104,963,702,347,1239,944,1510,553,824
54067,21,7,4,16,11,13,9,10
56245,1,5,1,7,3,1,1,5
10215,52,26,16,57,44,109,34,109
116448,17,11,8,22,26,22,10,23
728409,0,0,0,0,0,0,0,0
3455,144,89,56,205,219,294,87,172
100288432,38,24,16,55,60,101,13,37
3588,205,111,71,203,202,262,100,252
3454,557,415,221,685,546,872,258,483
3460,717,343,278,604,826,1093,411,994
100506260,13,10,3,7,15,11,10,15
757,221,154,77,235,133,213,55,126
54943,52,42,14,75,48,53,26,52
2618,3495,1929,1463,3382,2696,3397,1464,3003
6651,5974,3207,2648,5740,3775,4972,2581,3617
29980,688,394,244,659,682,924,361,769
100506284,2,3,2,3,2,1,0,0
9946,112,93,48,163,185,220,84,158
6453,550,381,250,650,311,492,197,403
539,2540,1295,1011,2372,2372,2524,1137,2686
100506334,53,34,30,57,24,45,13,19
400863,7,8,0,6,3,2,1,3
64968,161,81,57,180,266,444,150,395
6526,896,739,342,1160,291,529,210,317
114036,1,0,0,1,0,1,2,4
9992,8,8,3,7,21,24,16,15
54065,218,112,73,231,250,368,126,305
388820,1,0,2,3,12,5,6,1
3753,0,3,0,0,1,1,2,1
1827,275,169,125,347,571,798,226,434
100506369,0,1,0,0,0,0,0,0
54102,0,0,0,0,0,0,0,1
54064,0,0,0,0,0,0,0,0
100506385,8,6,0,3,1,0,1,1
861,66,39,19,66,44,99,24,76
80215,1,0,0,0,0,0,0,0
100506403,0,0,0,0,0,0,0,0
768219,0,0,0,0,0,0,0,0
54093,378,183,148,337,340,339,176,274
873,851,400,321,786,755,883,363,771
874,33,33,20,40,75,77,37,75
100506428,2,2,0,1,0,3,0,0
9980,82,66,34,90,91,141,53,146
23515,352,273,133,417,246,401,161,223
8208,749,456,278,733,686,788,389,763
23562,0,0,0,0,0,7,0,4
6493,217,172,115,317,158,320,99,261
3141,762,444,296,827,672,884,459,754
53820,35,11,10,18,35,74,26,39
51227,242,182,68,297,307,380,144,322
7267,2011,1192,795,2272,1501,2127,927,1735
257203,2,1,0,2,2,0,0,0
10311,514,265,208,552,431,550,225,480
1859,624,362,208,659,586,929,382,603
3763,0,0,0,0,1,0,0,0
10281,4,3,1,1,0,0,0,2
84677,60,18,14,33,4,7,8,15
259234,3,1,0,1,1,1,0,0
3772,2,1,0,2,0,0,0,0
2078,0,0,0,0,0,0,0,0
400866,0,0,0,0,0,1,0,0
2114,285,154,133,309,285,401,143,365
400867,0,0,0,0,1,2,1,0
100506471,0,1,0,0,0,1,0,1
8624,660,371,242,659,885,986,446,815
54014,941,737,380,1217,631,1075,444,665
257357,13,4,3,7,14,8,8,6
3150,1364,994,524,1734,1871,2501,970,1957
7485,422,337,150,459,361,450,247,514
150082,13,8,2,18,16,26,16,12
6450,168,105,60,205,606,1032,319,1035
114041,10,9,6,11,3,3,0,3
10317,13,7,3,11,3,7,4,4
150084,7,3,1,11,0,0,1,0
5121,0,0,0,0,0,0,0,0
1826,0,0,0,1,0,2,0,0
100506492,0,0,0,0,0,0,0,0
284835,1,2,0,0,0,0,0,1
100423023,2,0,0,0,0,0,0,0
25825,515,300,204,564,227,344,115,347
191585,17,6,3,12,0,1,0,0
54097,0,0,0,2,0,3,0,1
4600,2,2,0,1,370,486,0,0
4599,0,0,0,0,26,27,2,6
7113,2,1,1,2,5,11,0,7
54090,0,0,0,0,0,1,0,0
150135,0,0,0,0,0,1,2,0
54089,0,0,0,0,0,0,0,0
54101,275,163,129,291,421,639,243,681
63977,173,78,69,164,103,150,67,143
25966,1,0,0,0,1,1,1,4
49854,754,595,295,928,641,989,417,650
150142,0,0,0,0,0,0,0,0
89766,0,0,0,0,0,0,0,0
150147,0,0,0,0,0,0,0,0
9619,30,13,12,39,68,126,51,116
100505764,0,1,0,0,0,0,0,0
7033,0,0,0,0,0,0,0,0
7032,0,0,0,0,0,0,0,0
7031,0,0,0,1,0,0,0,0
64699,0,0,0,0,0,0,0,1
53347,0,0,0,1,0,0,0,0
89765,4,1,3,5,5,10,0,9
645446,1,1,0,0,4,6,3,4
54020,88,41,30,90,97,154,64,126
5152,189,104,74,212,150,218,71,269
10785,384,171,120,361,220,348,160,331
4731,737,370,295,656,917,1070,444,1148
5316,294,155,113,291,172,246,101,254
875,4003,2064,1508,3837,4073,4858,2165,4980
7307,1333,663,551,1283,958,983,448,961
100288336,2,0,0,0,0,0,0,0
1409,1,0,0,1,0,0,0,1
100126693,0,0,0,1,0,0,0,0
100505974,0,0,0,0,0,0,0,0
400870,0,0,0,0,0,0,0,0
150094,131,71,41,108,99,119,53,100
284836,8,7,3,11,4,3,2,3
114038,2,0,0,1,0,1,0,1
100506021,0,0,0,1,0,1,0,0
11077,14,9,12,24,18,15,12,10
23076,2239,1230,925,2182,1533,1961,925,1849
8566,1191,649,434,1241,1177,1512,606,1461
1476,835,357,320,624,1134,1106,526,1152
8568,867,411,342,797,596,693,341,709
284837,27,10,17,26,11,13,17,14
56894,913,526,380,981,986,1289,501,1118
7109,931,482,366,828,616,836,396,645
5822,1118,517,410,954,718,832,360,890
8209,1621,812,573,1422,1282,1250,674,1281
100129890,7,5,1,8,40,46,20,44
23308,92,45,38,90,29,55,30,46
29947,0,2,0,1,1,2,1,1
326,0,0,0,0,0,1,0,0
5211,1958,1115,749,2068,1451,1813,766,1945
755,241,84,97,175,171,186,82,196
100505684,9,3,6,6,7,19,6,10
7226,1,0,0,0,0,0,2,1
81543,123,82,42,128,70,116,22,79
54083,109,70,40,117,78,117,26,87
100505727,0,2,0,1,2,2,0,0
54084,58,40,36,53,28,42,23,24
114043,53,30,23,59,37,46,15,36
386677,0,0,0,0,0,0,0,0
386679,0,0,0,1,0,0,0,0
386682,0,0,0,0,0,0,0,0
386672,0,0,0,1,0,0,0,0
386680,0,0,0,0,0,0,0,0
386674,0,0,0,0,0,0,0,0
386675,0,0,0,0,0,0,0,0
386681,0,0,0,0,0,0,0,1
386676,0,0,0,0,0,0,0,0
353333,0,0,0,0,0,0,0,0
386678,0,0,0,0,0,0,0,0
386684,0,0,0,0,0,0,0,0
386683,0,0,0,0,0,0,0,0
353323,0,0,0,0,0,0,0,0
353332,0,0,0,0,0,0,0,1
386685,0,0,0,0,0,0,0,0
7327,1254,767,492,1335,1100,1595,595,1465
6612,1087,576,405,937,1392,1801,691,1498
754,1447,760,517,1351,1352,1510,674,1489
3689,2,0,0,4,0,2,1,1
100505746,0,2,1,1,4,6,1,5
84536,203,87,86,159,226,228,140,233
85395,162,76,55,151,103,114,43,119
727699,2,0,0,0,0,0,1,0
378825,0,0,0,0,0,0,0,0
728039,51,20,9,56,30,22,17,48
104,473,202,168,414,287,397,171,372
23275,488,263,190,460,443,621,214,611
642852,1178,626,474,1185,651,877,473,756
246704,0,0,1,0,0,1,1,0
388830,0,1,1,1,0,0,0,0
100505827,0,0,0,0,0,0,0,0
80781,1149,632,447,1140,832,995,417,1087
378832,3,0,0,1,0,0,0,0
6573,1004,495,401,877,697,786,305,836
100129027,2,0,0,1,0,0,0,0
54039,53,23,13,33,36,39,19,62
100505866,14,13,4,13,12,22,6,14
1291,1509,850,537,1656,1031,1385,519,1615
1292,1418,740,487,1575,713,1058,395,1050
10841,16,7,6,7,14,17,8,12
84221,151,74,42,159,132,145,55,194
4047,1354,638,588,1282,735,830,408,772
114044,117,75,41,128,61,76,38,58
8888,2045,1025,854,1952,1622,2120,939,1947
54059,271,135,96,261,273,254,152,273
54058,461,249,196,437,391,423,236,447
